X,Y
0.14770860640361227,0.5076577085416456
0.6023627243430741,0.33537698215489475
0.6659233824859838,0.43081037684149087
0.646033938204625,0.2130588315490478
0.6493137755649085,0.4934020113804703
0.5707513532696549,0.1805795652439216
0.510794407440167,0.03442142877381625
0.5563923579632057,0.3390996073850697
0.5750222146928101,0.45121141188985703
0.26874430188290943,0.43146602791826294
0.394479144316679,0.15648336930433315
0.6376795444147307,0.5270643411311328
0.46031381431901885,0.6684858589472482
0.46477062315769685,0.5635541929202649
0.13754431076268409,0.42362470090721743
0.4012198025818136,0.028013657394042126
0.4870727251249225,0.41953858618312945
0.2957492577017765,0.4648481071015277
0.3888969278333886,0.08772435684601483
0.46072891095607404,0.42947289035336794
0.5275058967629969,0.07466842909246946
0.6805788125873075,0.437579508321041
0.4803167812400725,0.10703788823209323
0.3954907541447476,0.33578265614940483
0.5325746006766754,0.4122327794075748
0.3730453303601926,0.1731885872881651
0.10342254424064526,0.5747751532514307
0.5279247729904802,0.33946667722558876
0.6974325379856184,0.40293286975879944
0.47585305898635794,0.6329413644880841
0.4854729493688228,0.006295074725034225
0.43426702687424956,0.5518281525549344
0.4107510023775785,0.2954843396818384
0.4360987568414106,0.4268134540709192
0.6357888269498667,0.21414107973440097
0.48026548882272957,0.48512774165170275
0.3882669865498567,0.40653463344298646
0.3842057546714359,0.4927014969262984
0.62479387193126,0.5951839784655142
0.29653049649573493,0.6751729884244296
0.6108285842292758,0.41209003065620065
0.5148491435263771,0.5824430818918104
0.5178534772347596,0.3084054705763905
0.5649101528280243,0.40048133451762746
0.40414418893198256,0.2831770185762412
0.5475993698461659,0.47746050943571255
0.5532405217890168,0.034826628914970625
0.3359226046621815,0.44140578570264233
0.6981500529819993,0.1440471708652163
0.6382732861770524,0.2730671001875487
0.3788159726062463,0.3253583385531457
0.5910482093016234,0.5708917851531087
0.23883996225126244,0.010243374034166086
0.5491918333278307,0.34481457038211927
0.5659003296275656,0.5235405607183427
0.48119334858949464,0.5224057996379069
0.46384672096028234,0.36376801413027543
0.3571056185431515,0.14780280274168622
0.45651259970957336,0.10865530224371542
0.16979008648591973,0.2226667300639039
0.5116332747991256,0.5202512581111736
0.3973968071661609,0.5915628962722721
0.5605394586183126,0.011942908213328995
0.05687816761474188,0.3344341626231763
0.3207004808773163,0.5930581628281093
0.6846620273606235,0.5468406733083728
0.07556164212299833,0.10107653452182286
0.3221697749579171,0.5447045362188514
0.5825196605407499,0.03275946806664709
0.4033570404472549,0.04410216984099247
0.26605891338534776,0.5714209175191233
0.6238140482959147,0.17663931480394587
0.44814596965511655,0.45743731041265123
0.5720260700469721,0.40532319258540833
0.6799381020429242,0.45392226824112536
0.01781998528559524,0.17578704279302326
0.4888942595249769,0.3144648664774982
0.4778661037431175,0.17335132304580952
0.6428555239445889,0.38820841572733544
0.619474045391534,0.3709329138317182
0.6721012636987845,0.12496640777266949
0.4016150543943151,0.6169489073096316
0.3976710294214164,0.36585688572496056
0.39303038766753995,0.5261245008726201
0.5769525559505164,0.47585086227508716
0.5830470135192493,0.38224122403395927
0.4465340209481306,0.10406971947361007
0.6236091055590489,0.13333521817395955
0.5913668576789518,0.16881165239351864
0.16975754843428764,0.42126123533266485
0.30552927440976013,0.5809781813829895
0.5501852174802704,0.5613427909398719
0.6147837455531097,0.4744286009235088
0.6981809386563853,0.6764887259440064
0.37680532692048296,0.3698247855572647
0.2806693023625486,0.13374130784621502
0.6380685753511974,0.3866711917517573
0.662380406618766,0.5665852598571199
0.4681803218583065,0.48321274900070926
0.5022823366217496,0.061130313255142586
0.05863456819718469,0.40372678001834383
0.5672101780699039,0.468274593110643
0.5190736617932319,0.35909751891547154
0.38966935147029036,0.2658712164880578
0.6127808086829962,0.3623038384670329
0.49572784394865566,0.36991916796437707
0.5676398162441423,0.3306093651060709
0.657742403447631,0.5278167648362431
0.1882133691098545,0.33598483183688865
0.18214355188969714,0.42608675856891964
0.5050081862869524,0.45742835006464677
0.5754220452387399,0.527058079988605
0.6444155565952666,0.2104360035395126
0.5751992906385427,0.05697079409516856
0.24189707483129952,0.5603611871728228
0.6053414461280601,0.3851668773818828
0.2437930310310559,0.3348971043420957
0.5715182319248994,0.34006831588281905
0.49224054012976176,0.3119665387070747
0.44504377755671376,0.23870566398565674
0.12464357681559116,0.6332193852918029
0.099317794193918,0.3373205828606818
0.4062845291158826,0.054616225603679076
0.33102228532129696,0.504038369290108
0.5558201562639227,0.5995161665095489
0.4791332741386628,0.6808649975981277
0.5278654223105249,0.37030465891969555
0.4090639741685242,0.041612502555648766
0.49624981238195937,0.27131284647397325
0.6982445369077592,0.4015298593621451
0.6161469418083416,0.2362148702733145
0.3845916537690266,0.18913689943843492
0.2115269804768353,0.34618116502969626
0.5138148781641589,0.5015620247667325
0.6146555931770308,0.3265603243191185
0.573440638354683,0.33918830889603746
0.412556034529362,0.06384849972376391
0.44686557557609735,0.32318982815511066
0.04829484289892183,0.3371446025066368
0.4773926876759857,0.2819093589962256
0.5089856359065961,0.514003511650958
0.5230755030266571,0.2048217558166816
0.09623323858536385,0.19878010990285083
0.43879432219299425,0.3571390467404418
0.44218322606862726,0.26163938378720347
0.5688129267766516,0.07006518160159268
0.5612493295070753,0.4132228425670518
0.018714933459196406,0.11522037483825864
0.03666841132591481,0.6926543157494947
0.5374591311478284,0.10047408740875123
0.5371821294436172,0.05889007625175191
0.5942998328574378,0.5202842969820575
0.5597932457241589,0.5552142287262922
0.48198508314393074,0.3635350797012709
0.48898081016152234,0.36640661856196344
0.5496245549557996,0.17472375900541948
0.22935214039984217,0.3189628006546756
0.5287333916738204,0.41222874346075333
0.5948185025646499,0.2819266044744317
0.6554274142896723,0.5027827700947645
0.5882978934067696,0.5673413057141612
0.5958201845800485,0.4622698573153786
0.5742808589238568,0.39727823696640324
0.5744616686471582,0.5280622976230149
0.6161874302331685,0.33070605113457197
0.5783737573042826,0.10892468332779041
0.6706234584167015,0.2780025001709108
0.6053595230993449,0.4554899013692365
0.452499385825407,0.11402511593954202
0.3629371232270056,0.30791044358139047
0.06909426005791731,0.5731525750195272
0.5633916267307346,0.600934113082707
0.5925238592256045,0.5851172073001271
0.5524883631219616,0.641819834670712
0.6189062139032278,0.4950162558869598
0.5942767033795233,0.6405404867623687
0.4638868678250481,0.4829246745045285
0.6201404385173093,0.4146308464739538
0.47740619881963986,0.40058471054935263
0.47362359930104336,0.14780998472087886
0.5679425632289592,0.2994654251158193
0.45800311674960126,0.5274780380619092
0.2140601530864455,0.55038953868951
0.4831156104120497,0.13405294821230102
0.3214825826780473,0.6554961668634809
0.6139838721463016,0.47819537907132165
0.34661328074719144,0.27209021353395485
0.05733875967282431,0.6017031047365802
0.4113981246314224,0.35970572570025366
0.5039097767837539,0.42043986471632777
0.13415698054028335,0.29878121625035275
0.6894041679129758,0.2981115185963117
0.43933484010149015,0.6098728759405734
0.6473107017162586,0.25990044167262516
0.5461814087024611,0.17452312780410106
0.38808732511077204,0.41619088560019635
0.6636980849706959,0.34960125489312577
0.455542124592385,0.3115476839931481
0.53034922286771,0.35147325851917127
0.6816429677616473,0.4619690102206353
0.11152141950864061,0.2179562873000667
0.5982035357045944,0.46077372568875846
0.5974644569546125,0.27632580854401767
0.6276814798245768,0.5697832083231322
0.6011275673410014,0.5450806808062553
0.39313528964346933,0.6459927221280904
0.6647511982708748,0.27607856314846757
0.26072652666979645,0.46930058388442114
0.5178668879095457,0.3395087504255091
0.5459767281368751,0.3569073349194887
0.5638665558599224,0.4599843560296707
0.46203745077527536,0.33318147991708824
0.5401751546815412,0.5799607809278333
0.4193853361823532,0.6312055096882923
0.29646298725900844,0.5464808106484071
0.5047262616224719,0.21350329633977294
0.5096417171759242,0.40314867779896535
0.5243351520751749,0.23648595387954024
0.022127655151617888,0.32943479310112694
0.5885932565880435,0.4824110187021029
0.29348770567808286,0.4184959947094036
0.5830075203378448,0.48731441552443444
0.557730610772045,0.4966589899940691
0.5709454472327796,0.07083726489371325
0.507943591206781,0.4725775802848472
0.5756078374050734,0.6214653477877782
0.6077628695511166,0.3787764025047076
0.6684372894436477,0.26471135793575323
0.6202003826120038,0.4773353915233571
0.5439695322323109,0.10122330029358904
0.6215638802687902,0.34981281055167923
0.5783602346847118,0.5276356039022003
0.6670168625558501,0.5887142573767914
0.48016471149585876,0.17346407102552208
0.5368090051909558,0.20076032644917347
0.6504254102914245,0.26299268535643605
0.6479575415506494,0.5905428022101196
0.6061359749885451,0.19092163547186514
0.45537437092226407,0.6238234167440044
0.22542322700149364,0.582562415064671
0.4627292372854362,0.3727369868173794
0.668100237877589,0.28264059477688397
0.5219336377220576,0.006681255819510193
0.6870351644430271,0.28972076199752467
0.5085360357260938,0.15109409120163275
0.6317215816513981,0.6310355701727047
0.4232826238601218,0.38665762308944923
0.4887844376800027,0.24365114835861626
0.5543529329387981,0.6484553556404345
0.6265916168888005,0.4098744015168845
0.21557240005634798,0.4618437621566668
0.016083551312197287,0.44111917997777866
0.5846596010614219,0.16983820964716206
0.5689122167504768,0.42672570375868807
0.4160596402199606,0.683637562083434
0.4380326367259756,0.04030565088588098
0.35025992049455856,0.5811231165065015
0.1330367046862753,0.47302054499587654
0.5020027192757973,0.44961935403367903
0.6873030047192579,0.6775254079523201
0.5574334754366114,0.37842114492635737
0.4900832377696767,0.32282065049897424
0.4745235900262592,0.3954397298753184
0.5324440144161269,0.4221562040044485
0.030450987649480787,0.5845688849379705
0.33476155439640604,0.5342300339585982
0.47586128733447175,0.11932650221516693
0.5032008708123079,0.5301961975270781
0.3342618412411832,0.5891896663677805
0.6998351660535054,0.06727574639539609
0.5891521554633714,0.05592117869566787
0.303259708531054,0.16224204845253387
0.6525868152957464,0.46983160268995294
0.6593629929365435,0.3195331647343128
0.6215300788512648,0.10399649754193982
0.593905722234718,0.5288379650220355
0.4561232195714592,0.38263955529256805
0.6146346097770775,0.3227280286154449
0.38211469489648026,0.4736837877174688
0.5944322766783194,0.10143799818959848
